dataset,split,contract,family_size,threshold_grid_size,family_correct,confidence,per_candidate_confidence,risk_confidence,fp_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_misses,cal_n_gt,cal_tp,cal_fp,cal_precision,cal_images,cal_fp_img,cal_fp_upper,eval_risk,eval_misses,eval_n_gt,eval_tp,eval_fp,eval_cp,eval_precision,eval_images,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected,selection_mode
uavdt,image_lockbox,union,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.001,False,0.20082574067408562,0.18890892696122633,1676,8872,7196,109308,0.06176611961821053,237,461.2151898734177,300.0,0.17140238313473877,374,2182,1808,29689,0.18522702606752317,0.057402292281804615,68,436.6029411764706,300.0,False,1.0,40,40,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,True,no_risk_feasible_min_cp
