dataset,split,contract,family_size,family_correct,confidence,per_candidate_confidence,alpha,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_precision,cal_fp_img,cal_fp_upper,eval_risk,eval_cp,eval_precision,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected,selection_mode
visdrone,image_lockbox,support_soft_a,9,False,0.95,0.95,0.3,150.0,0.25,0.24414763687178495,True,0.2991579631650702,0.2947379232428361,0.5184346294199069,46.3317191283293,64.39858124668575,0.28554973821989527,0.29325226934054355,0.49912216532553033,50.71851851851852,82.31879422171446,True,0.44462329581884186,16,50,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True,joint_feasible_min_fp_upper
visdrone,sequence,support_soft_a,9,False,0.95,0.95,0.3,150.0,0.25,0.25838604402542126,True,0.29773250459498024,0.2919809678542416,0.5167054838026678,41.653284671532845,63.83435376093087,0.30578397212543557,0.3109918653212342,0.5452455666642341,45.48540145985402,67.66647054925204,False,0.582026568673327,13,31,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True,joint_feasible_min_fp_upper
