dataset,split,contract,family_size,threshold_grid_size,family_correct,confidence,per_candidate_confidence,risk_confidence,fp_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_misses,cal_n_gt,cal_tp,cal_fp,cal_precision,cal_images,cal_fp_img,cal_fp_upper,eval_risk,eval_misses,eval_n_gt,eval_tp,eval_fp,eval_cp,eval_precision,eval_images,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected
uavdt,image_lockbox,raw640,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.001,False,0.27227913632323586,0.2590171325518485,2298,8872,6574,38830,0.14478900537397585,237,163.83966244725738,209.86438857773345,0.2451879010082493,535,2182,1647,9450,0.2608143258725245,0.14841849148418493,68,138.97058823529412,183.49552379853472,False,0.6152032098942166,19,40,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,raw960,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.018750000000000003,True,0.159897812788322,0.14900811541929668,1322,8872,7550,45592,0.14207218395995636,237,192.37130801687763,238.3960341473537,0.13657195233730524,298,2182,1884,12457,0.14925510338321332,0.13137159193919531,68,183.19117647058823,227.7161120338289,True,0.7527053230816265,25,40,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,image_lockbox,union,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.05625,True,0.15908610423423458,0.14821911632100992,1315,8872,7557,32059,0.19075626009693053,237,135.27004219409284,173.6154434300541,0.1388634280476627,303,2182,1879,7552,0.1516289546981611,0.1992365602799279,68,111.05882352941177,148.89258262206414,True,0.4402797377657306,12,40,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,image_lockbox,nms040,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.025,True,0.14991806707449848,0.13931469792605952,1236,8872,7636,26153,0.22599070703483382,237,110.35021097046413,156.37493710094023,0.11824014665444546,258,2182,1924,6808,0.13022114778170715,0.22033898305084745,68,100.11764705882354,144.64258262206414,True,0.3597923909253817,9,40,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,image_lockbox,nms040_cap300,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.025,True,0.1518920980677632,0.14123083859332733,1253,8872,7619,26022,0.22647959335334858,237,109.79746835443038,155.82219448490645,0.12144821264894592,265,2182,1917,6763,0.13355795342383378,0.220852534562212,68,99.45588235294117,143.9808179161818,True,0.3597923909253817,9,40,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,image_lockbox,nms040_cap300_sf003,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.025,True,0.1518920980677632,0.14123083859332733,1253,8872,7619,26022,0.22647959335334858,237,109.79746835443038,155.82219448490645,0.12144821264894592,265,2182,1917,6763,0.13355795342383378,0.220852534562212,68,99.45588235294117,143.9808179161818,True,0.3597923909253817,9,40,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,False,False,False
uavdt,image_lockbox,support_soft_a,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.03125,True,0.1592020689049884,0.14833183047790802,1316,8872,7556,22648,0.25016554098794863,237,95.56118143459915,141.58590756507525,0.1324472960586618,289,2182,1893,5739,0.14497928860432416,0.24803459119496854,68,84.3970588235294,128.92199438677002,True,0.3597923909253817,9,40,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,image_lockbox,support_soft_b,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.025,True,0.15723038155934152,0.1464156898106402,1299,8872,7573,24357,0.2371750704666458,237,102.77215189873418,148.79687802921023,0.12923923006416133,282,2182,1900,6224,0.14165101414245312,0.23387493845396357,68,91.52941176470588,136.0543473279465,True,0.3597923909253817,9,40,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,False
uavdt,image_lockbox,support_floor,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.03,True,0.15978186071948397,0.14889540126239856,1321,8872,7551,22323,0.2527615987146013,237,94.18987341772151,140.21459954819758,0.13382218148487626,292,2182,1890,5645,0.146404978447367,0.25082946250829463,68,83.01470588235294,127.53964144559357,True,0.3597923909253817,9,40,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True
uavdt,image_lockbox,support_cap200,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.25,0.00625,False,0.20797200152227557,0.19589720468890892,1738,8872,7134,37617,0.1594154320573842,237,158.72151898734177,204.7462451178178,0.18148487626031165,396,2182,1786,11000,0.19560035410291754,0.1396840294071641,68,161.76470588235293,206.2896414455935,False,0.9651151461234829,36,40,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
