dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp
uavdt,trainval_seqhash90,sequence,raw640,0.02531645569620253,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3569,36419,42228,0.0892517755326598,0.4630691571197884,28.863978127136022,-2.9016205128205135,110.99530231411546,377.4628165762816,40.576389679580934,51.310224183429725,6862.0,False,True,67,0.09453082210517802
uavdt,trainval_seqhash90,sequence,raw640,0.03,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3600,36388,39649,0.09002700810243074,0.47855649223404395,27.10116199589884,-2.869825641025642,111.04727728021625,377.4946114480765,38.41769020326063,49.316808167574834,6862.0,False,True,70,0.0980498027147263
uavdt,trainval_seqhash90,sequence,raw640,0.035,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3639,36349,37237,0.09100230069020707,0.49396624357894164,25.452494873547504,-2.829825641025642,111.11987650051427,377.5346114480765,36.31411318432558,47.400836910541784,6862.0,False,True,72,0.1003890250132345
uavdt,trainval_seqhash90,sequence,raw640,0.0379746835443038,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3662,36326,36056,0.09157747324197259,0.5018651045840126,24.64524948735475,-2.806235897435898,111.1720338422598,377.5582011916662,35.31795178282856,46.489094849799635,6862.0,False,True,72,0.1003890250132345
uavdt,trainval_seqhash90,sequence,raw640,0.04,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3679,36309,35248,0.09200260078023408,0.5074136702209427,24.09295967190704,-2.788800000000001,111.20667587512699,377.57563708910214,34.643125978984195,45.874520264759916,6862.0,False,True,74,0.10272307376080042
uavdt,trainval_seqhash90,sequence,raw640,0.045,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3724,36264,33403,0.09312793838151445,0.5205333945770595,22.83185235816815,-2.7426461538461546,111.33627921885835,377.62179093525594,33.111690295519736,44.47827673190467,6862.0,False,True,75,0.10388821764397056
uavdt,trainval_seqhash90,sequence,raw640,0.05,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3772,36216,31883,0.09432829848954687,0.5318139767103776,21.792891319207108,-2.6934153846153857,111.4617814773245,377.67102170448675,31.908873036905355,43.37265007574672,6862.0,False,True,77,0.10621485687976177
uavdt,trainval_seqhash90,sequence,raw640,0.05063291139240506,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3774,36214,31698,0.09437831349404821,0.5332489103545766,21.66643882433356,-2.6913641025641035,111.46714649121041,377.67307298653805,31.76659795952282,43.24255780292441,6862.0,False,True,77,0.10621485687976177
uavdt,trainval_seqhash90,sequence,raw640,0.06329113924050633,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,3914,36074,28373,0.09787936380914274,0.559746768662622,19.393711551606287,-2.54777435897436,111.89691905340867,377.81666273012775,29.16525157326462,40.87067391473495,6862.0,False,True,80,0.10969601070467293
uavdt,trainval_seqhash90,sequence,raw640,0.075,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4039,35949,25888,0.10100530159047715,0.5813509711014441,17.695146958304854,-2.419569230769232,112.31221330701047,377.9448678583329,27.30301465930858,39.177295325864876,6862.0,False,True,82,0.11201114093649883
uavdt,trainval_seqhash90,sequence,raw640,0.0759493670886076,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4052,35936,25705,0.10133039911973592,0.5829885952531594,17.570061517429938,-2.406235897435898,112.35549099218953,377.9582011916662,27.17039207693593,39.0593624776933,6862.0,False,True,82,0.11201114093649883
uavdt,trainval_seqhash90,sequence,raw640,0.08860759493670886,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4174,35814,23494,0.10438131439431829,0.6038645713900317,16.058783321941217,-2.281107692307693,112.73071192253758,378.08332939679445,25.506832439429257,37.56124483470545,6862.0,False,True,85,0.11547574469760383
uavdt,trainval_seqhash90,sequence,raw640,0.1,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4298,35690,21822,0.10748224467340202,0.6205661427180414,14.915926179084074,-2.153928205128206,113.11079490763318,378.21050888397394,24.249509841611612,36.42402542812281,6862.0,False,True,87,0.11778028480070116
uavdt,trainval_seqhash90,sequence,raw640,0.10126582278481013,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4314,35674,21642,0.10788236470941283,0.6224091004257101,14.792891319207108,-2.1375179487179494,113.16285108592905,378.22691914038415,24.118490595143165,36.308334524635555,6862.0,False,True,87,0.11778028480070116
uavdt,trainval_seqhash90,sequence,raw640,0.11392405063291139,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4424,35564,20069,0.1106331899569871,0.6392608703467366,13.717703349282298,-2.0246974358974366,113.52719198031158,378.3397396532047,22.969193871092138,35.278116413113764,6862.0,False,True,88,0.11893104432863301
uavdt,trainval_seqhash90,sequence,raw640,0.12658227848101267,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4546,35442,18727,0.11368410523156947,0.6542856615407336,12.80041011619959,-1.8995692307692313,113.93005497743063,378.46486785833287,22.002807067101003,34.40334833014845,6862.0,False,True,89,0.12008081721924681
uavdt,trainval_seqhash90,sequence,raw640,0.13924050632911392,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4664,35324,17506,0.11663499049714915,0.6686352451258755,11.965823650034176,-1.7785435897435904,114.35093282214537,378.5858934993585,21.071941974122584,33.5638939033966,6862.0,False,True,89,0.12008081721924681
uavdt,trainval_seqhash90,sequence,raw640,0.15,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4758,35230,16511,0.11898569570871262,0.6808913627490771,11.285714285714286,-1.682133333333334,114.66316507359059,378.68230375576877,20.357119614949895,32.92493619926553,6862.0,False,True,91,0.12237746172724084
uavdt,trainval_seqhash90,sequence,raw640,0.1518987341772152,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4775,35213,16372,0.1194108232469741,0.682620916933217,11.190704032809297,-1.6646974358974365,114.72145314274331,378.6997396532047,20.270525888562553,32.84743795627657,6862.0,False,True,91,0.12237746172724084
uavdt,trainval_seqhash90,sequence,raw640,0.16455696202531644,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,4892,35096,15363,0.1223367010103031,0.6955349888027904,10.501025290498974,-1.5446974358974366,115.09860669260257,378.8197396532047,19.562149531665426,32.203884485059376,6862.0,False,True,93,0.12467033169071919
uavdt,trainval_seqhash90,sequence,raw640,0.17721518987341772,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5020,34968,14403,0.12553766129838953,0.708270037066294,9.84483937115516,-1.4134153846153852,115.49951766875743,378.9510217044867,18.873725016090653,31.583484335752914,6862.0,False,True,93,0.12467033169071919
uavdt,trainval_seqhash90,sequence,raw640,0.18987341772151897,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5133,34855,13602,0.12836350905271582,0.7192975215139196,9.297334244702666,-1.297517948717949,115.85240063943004,379.0669191403842,18.308162143480963,31.06964202757279,6862.0,False,True,96,0.12810279284989387
uavdt,trainval_seqhash90,sequence,raw640,0.2,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5218,34770,12939,0.1304891467440232,0.7287933094384708,8.844155844155845,-1.2103384615384618,116.11456882903114,379.15409862756366,17.830697920957824,30.64486453890431,6862.0,False,True,97,0.1292451721934481
uavdt,trainval_seqhash90,sequence,raw640,0.20253164556962025,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5238,34750,12785,0.1309892967890367,0.7310402861049753,8.738892686261106,-1.1898256410256411,116.18307073093573,379.17461144807646,17.7323126325838,30.553585888288794,6862.0,False,True,97,0.1292451721934481
uavdt,trainval_seqhash90,sequence,raw640,0.21518987341772153,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5337,34651,12036,0.13346503951185357,0.7421980422815773,8.22693096377307,-1.0882871794871796,116.52859040875445,379.27614990961496,17.191447209067473,30.0694508988835,6862.0,False,True,97,0.1292451721934481
uavdt,trainval_seqhash90,sequence,raw640,0.22784810126582278,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5424,34564,11317,0.1356406922076623,0.7533401625945381,7.735475051264525,-0.9990564102564105,116.79065391864214,379.3653806788457,16.692407200907105,29.622629611033886,6862.0,False,True,97,0.1292451721934481
uavdt,trainval_seqhash90,sequence,raw640,0.24050632911392406,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5535,34453,10617,0.13841652495748724,0.7644331040603506,7.257006151742994,-0.8852102564102565,117.13836188891167,379.4792268326919,16.208786561163794,29.19202167819484,6862.0,False,True,97,0.1292451721934481
uavdt,trainval_seqhash90,sequence,raw640,0.25,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,5612,34376,10146,0.14034210263078925,0.7721126634023628,6.935064935064935,-0.8062358974358971,117.35955099853314,379.5582011916662,15.88806285086059,28.91231140796433,6862.0,False,True,98,0.1303866845129732
