dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp,threshold_selection_mode,contract_risk_feasible,joint_feasible,selected
uavdt,valonly_imagehash,image,raw640,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2298,6574,38830,0.2590171325518485,0.14478900537397585,163.83966244725738,3.7066666666666666,23.399441133551505,32.82570915816034,225.56990818595185,209.8643885777378,259.0,False,False,174,0.8104929848536203,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,raw960,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1280,7592,63508,0.1442741208295762,0.10677918424753868,267.9662447257384,-0.5886919831223633,17.512427767688497,28.530350508371317,320.02441588938586,313.99097085621884,259.0,False,False,236,0.9999894383248967,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,union,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,907,7965,108539,0.10223174030658251,0.0683667513561766,457.9704641350211,-2.162531645569621,15.557975935041897,26.956510845924058,335.14651860641527,346.0247261304804,259.0,False,False,237,1.0,no_risk_feasible_min_z,False,False,True
uavdt,valonly_imagehash,image,nms040,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1064,7808,49801,0.11992786293958521,0.13553437830894477,210.13080168776372,-1.5000843881856545,16.178865631462767,27.618958103308024,262.98563886817857,256.1048949068517,259.0,False,False,213,0.9459779622740725,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,nms040_cap300,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1081,7791,49433,0.12184400360685302,0.13614916818118272,208.57805907172997,-1.4283544303797473,16.269286095932358,27.69068806111393,261.38973504637147,254.60278520221038,259.0,False,False,213,0.9459779622740725,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,nms040_cap300_sf003,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1083,7789,45203,0.12206943192064923,0.14698445048309178,190.72995780590716,-1.4199156118143463,16.277547003371026,27.699126879679334,240.61473891489095,236.75468393638758,259.0,False,False,206,0.9235146030295402,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,support_soft_a,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1080,7792,49371,0.12173128944995491,0.13631195003761173,208.31645569620252,-1.4325738396624477,16.265375432544808,27.686468651831234,261.0914853400784,254.34118182668294,259.0,False,False,213,0.9459779622740725,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,support_soft_b,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1083,7789,49377,0.12206943192064923,0.13625231781128644,208.34177215189874,-1.4199156118143463,16.28181766108303,27.699126879679334,261.11175425999744,254.36649828237915,259.0,False,False,214,0.9490821584219958,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,support_floor,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1094,7778,34342,0.1233092876465284,0.18466286799620132,144.9029535864979,-1.3735021097046418,16.325386364128295,27.745540381789038,196.88089942044,190.9276797169783,259.0,False,False,136,0.6634641302961384,no_risk_feasible_min_z,False,False,False
uavdt,valonly_imagehash,image,support_cap200,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,1738,7134,38948,0.19589720468890892,0.15481098910637558,164.33755274261603,1.3437974683544303,20.499277163881573,30.46283995984811,214.60350510306301,210.36227887309644,259.0,False,False,223,0.975363323250011,no_risk_feasible_min_z,False,False,False
