contract,has_risk_feasible,min_fp_under_alpha_threshold,min_fp_under_alpha_cp,min_fp_under_alpha_fp_u,min_fp_under_alpha_eval_fp_img,min_fp_under_alpha_eval_risk,closest_to_support_cp_threshold,closest_to_support_cp,closest_to_support_fp_u,closest_to_support_eval_fp_img,closest_to_support_eval_risk,support_target_cp
nms040_cap300,True,0.028112955391407013,0.159897812788322,148.4086923752018,91.33823529411765,0.12648945921173235,0.028112955391407013,0.159897812788322,148.4086923752018,91.33823529411765,0.12648945921173235,0.159897812788322
support_floor,True,0.0302,0.159897812788322,139.90236326127774,82.67647058823529,0.13382218148487626,0.030125624313950536,0.159897812788322,140.03738435832418,82.77941176470588,0.13382218148487626,0.159897812788322
