dataset,split,contract,family_size,threshold_grid_size,family_correct,confidence,per_candidate_confidence,risk_confidence,fp_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_misses,cal_n_gt,cal_tp,cal_fp,cal_precision,cal_images,cal_fp_img,cal_fp_upper,eval_risk,eval_misses,eval_n_gt,eval_tp,eval_fp,eval_cp,eval_precision,eval_images,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected,selection_mode
uavdt,sequence_lockbox,support_soft_a,15,175,True,0.95,0.9983333333333333,0.9983333333333333,0.9999904761904762,0.16,0.0525,150.0,0.25,0.025,True,0.05234476076869785,0.03556485355648536,51,1434,1383,9046,0.13261098858951,125,72.368,136.8832511154604,0.15446985446985448,1486,9620,8134,22987,0.1606598620792706,0.26136692265672695,180,127.70555555555555,155.0721970811154,True,0.2968880055386386,7,41,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True,joint_feasible_min_fp_upper
