dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp,threshold_selection_mode,contract_risk_feasible,joint_feasible,selected,selection_mode,eval_unit_count,eval_image_count,eval_n_gt,eval_misses,eval_tp,eval_fp,eval_object_risk,eval_precision,eval_fp_img,eval_z_mean,eval_z_upper,eval_z_upper_hoeffding,eval_fp_upper,eval_fp_upper_hoeffding,eval_n_bound,eval_risk_feasible,eval_utility_feasible,eval_bad_units,eval_bad_unit_cp
uavdt,trainval_imagehash90_nmax259,image,support_floor,0.03125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,1731,37024,57172,0.04466520448974326,0.39305278355768825,41.07183908045977,-3.2110632183908048,-0.007255619187684026,8.804154522372627,52.06135370558805,60.06274876020866,259.0,True,True,114,0.1046038957818476,fixed_sequence_ltt,True,True,True,joint_feasible_min_fp_upper,145,145,3298,101,3197,5349,0.030624620982413583,0.37409314299087293,36.889655172413796,-2.9426206896551728,25.987546498443866,34.28516987917097,110.84303741482353,95.73083670761116,259.0,False,True,10,0.1491864506596509
