dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp
uavdt,trainval_imagehash90,image,raw960,0.06875,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2522,36233,25234,0.06507547413237001,0.5894707729350709,18.12787356321839,-2.6428160919540233,0.6195806246235995,9.37240164880941,27.59789084211735,37.11878324296728,259.0,False,True,174,0.15175720314496607
uavdt,trainval_imagehash90,image,raw960,0.075,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2541,36214,22145,0.0655657334537479,0.6205383916790898,15.908764367816092,-2.629166666666667,0.6347278007963597,9.386051074096766,25.14293689797377,34.899674047564986,259.0,False,True,176,0.15330950648136107
uavdt,trainval_imagehash90,image,raw960,0.07500000000000001,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2541,36214,22145,0.0655657334537479,0.6205383916790898,15.908764367816092,-2.629166666666667,0.6347278007963597,9.386051074096766,25.14293689797377,34.899674047564986,259.0,False,True,176,0.15330950648136107
uavdt,trainval_imagehash90,image,raw960,0.08125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2559,36196,19832,0.066030189652948,0.6460341257942457,14.24712643678161,-2.616235632183908,0.6483647013373584,9.398982108579524,23.285764691677407,33.2380361165305,259.0,False,True,177,0.15408526428277744
uavdt,trainval_imagehash90,image,raw960,0.08750000000000001,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2577,36178,18066,0.06649464585214811,0.6669493400191726,12.97844827586207,-2.6033045977011495,0.6630153792794284,9.411913143062282,21.856869766881694,31.96935795561096,259.0,False,True,177,0.15408526428277744
uavdt,trainval_imagehash90,image,raw960,0.09375,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2590,36165,16699,0.06683008644045929,0.6841139527845036,11.996408045977011,-2.5939655172413794,0.6736046583827795,9.421252223522053,20.74825947727612,30.9873177257259,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.1,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2605,36150,15522,0.06721713327312605,0.6996052020436601,11.150862068965518,-2.583189655172414,0.6858938373182655,9.432028085591018,19.785606289844516,30.14177174871441,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.10625000000000001,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2612,36143,14524,0.06739775512837053,0.7133439911579529,10.433908045977011,-2.57816091954023,0.6918902109353624,9.437056821223202,18.962668048598413,29.4248177257259,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.1125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2621,36134,13687,0.06762998322797058,0.7252764898336043,9.832614942528735,-2.5716954022988507,0.6990344001308748,9.443522338464582,18.26868763281005,28.823524622277628,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.11875000000000001,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2633,36122,12979,0.06793962069410399,0.7356672980183703,9.323994252873563,-2.563074712643678,0.7087499594697881,9.452143028119755,17.68684158748735,28.314903932622457,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2637,36118,12314,0.06804283318281512,0.7457466138090518,8.846264367816092,-2.5602011494252874,0.7121589014013545,9.455016591338145,17.12293316919206,27.837174047564986,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.13125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2642,36113,11750,0.06817184879370404,0.7545076572717966,8.441091954022989,-2.556609195402299,0.7169336890346063,9.458608545361134,16.64072947073203,27.432001633771883,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.1375,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2655,36100,11228,0.06850728938201522,0.762762001352265,8.066091954022989,-2.547270114942529,0.7272494602286681,9.467947625820903,16.194304727109994,27.057001633771883,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.14375000000000002,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2664,36091,10771,0.06873951748161528,0.7701549229653024,7.737787356321839,-2.5408045977011495,0.7346980457843615,9.474413143062282,15.8001535006745,26.72869703607073,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.15,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2670,36085,10338,0.06889433621468198,0.7773086616547832,7.426724137931035,-2.5364942528735632,0.739841864288898,9.47872348788987,15.421609959115795,26.417633817679928,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.15000000000000002,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2670,36085,10338,0.06889433621468198,0.7773086616547832,7.426724137931035,-2.5364942528735632,0.739841864288898,9.47872348788987,15.421609959115795,26.417633817679928,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.15625,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2681,36074,9952,0.06917817055863759,0.7837743883891714,7.149425287356322,-2.5285919540229886,0.7488860246572284,9.486625786740444,15.07591800198011,26.140334967105215,259.0,False,True,178,0.1548607620266474
uavdt,trainval_imagehash90,image,raw960,0.1625,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,calibration_observed,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",1392,1392,38755,2689,36066,9565,0.06938459553605986,0.7903837303587473,6.871408045977011,-2.522844827586207,0.7560054289660094,9.492372913177226,14.736406764719812,25.8623177257259,259.0,False,True,178,0.1548607620266474
