contract,threshold,cal_image_mean,cal_image_n,cal_image_fp_per_image,cal_image_precision,cal_image_object_risk,cal_block_mean,cal_block_n,cal_block_fp_per_image,cal_block_precision,cal_block_object_risk,cal_sequence_mean,cal_sequence_n,cal_sequence_fp_per_image,cal_sequence_precision,cal_sequence_object_risk,cal_image_upper,cal_image_pass,cal_block_upper,cal_block_pass,cal_sequence_upper,cal_sequence_pass,cal_all_units_pass,n_declared_tests,cal_delta,selection_target,selection_mode,eval_image_available,eval_image_n,eval_image_mean,eval_image_upper,eval_image_pass,eval_image_object_risk,eval_image_precision,eval_image_fp_per_image,eval_block_available,eval_block_n,eval_block_mean,eval_block_upper,eval_block_pass,eval_block_object_risk,eval_block_precision,eval_block_fp_per_image,eval_sequence_available,eval_sequence_n,eval_sequence_mean,eval_sequence_upper,eval_sequence_pass,eval_sequence_object_risk,eval_sequence_precision,eval_sequence_fp_per_image,eval_all_units_pass
nms040_cap300,0.125,0.1096636272786142,7510,10.785352862849534,0.5032900183357965,0.1893982043912412,0.0987157722424877,6309,10.785352862849534,0.5032900183357965,0.1893982043912412,0.0950519688687503,5601,10.785352862849534,0.5032900183357965,0.1893982043912412,0.13358392635477476,True,0.12481371715858987,True,0.12275031177327299,True,True,270,0.00018518518518518534,0.14,train_multiunit_feasible_min_fp,True,1869,0.1212963344561925,0.1496058117461138,True,0.2071573510422431,0.4885978673578428,12.034777956126272,True,1663,0.111414274365497,0.1414259591692642,True,0.2071573510422431,0.4885978673578428,12.034777956126272,True,1464,0.1031757387088608,0.1351621828233308,True,0.2071573510422431,0.4885978673578428,12.034777956126272,True
nms040_cap300,0.175,0.128464982810689,7510,7.834753661784288,0.5758220210074038,0.2110976127687734,0.1153284742521039,6309,7.834753661784288,0.5758220210074038,0.2110976127687734,0.1107228018920212,5601,7.834753661784288,0.5758220210074038,0.2110976127687734,0.15238528188684955,True,0.14142641916820606,True,0.13842114479654388,True,True,270,0.00018518518518518534,0.16,train_multiunit_feasible_min_fp,True,1869,0.1412529091081047,0.169562386398026,False,0.231322634200332,0.5561487334169715,8.89673622257892,True,1663,0.1307403566089961,0.1607520414127633,False,0.231322634200332,0.5561487334169715,8.89673622257892,True,1464,0.1211576240819217,0.1531440681963916,True,0.231322634200332,0.5561487334169715,8.89673622257892,False
