img_id,img_name,seq,n_gt,misses,tp,fp,risk,dataset,split,contract,threshold
2,0000001_03999_d_0000007.jpg,0000001,48,12,36,264,0.25,visdrone,image_lockbox,raw960,0.0132317177078221
5,0000001_05499_d_0000010.jpg,0000001,140,41,99,201,0.29285714285714287,visdrone,image_lockbox,raw960,0.0132317177078221
6,0000001_05999_d_0000011.jpg,0000001,115,46,69,231,0.4,visdrone,image_lockbox,raw960,0.0132317177078221
20,0000024_00000_d_0000012.jpg,0000024,21,6,15,282,0.2857142857142857,visdrone,image_lockbox,raw960,0.0132317177078221
21,0000024_00500_d_0000013.jpg,0000024,10,3,7,292,0.3,visdrone,image_lockbox,raw960,0.0132317177078221
22,0000024_01000_d_0000014.jpg,0000024,12,7,5,288,0.5833333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
32,0000026_04000_d_0000032.jpg,0000026,14,0,14,231,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
36,0000055_00714_d_0000110.jpg,0000055,85,32,53,247,0.3764705882352941,visdrone,image_lockbox,raw960,0.0132317177078221
37,0000069_00001_d_0000001.jpg,0000069,34,3,31,269,0.08823529411764706,visdrone,image_lockbox,raw960,0.0132317177078221
38,0000069_00483_d_0000002.jpg,0000069,27,3,24,276,0.1111111111111111,visdrone,image_lockbox,raw960,0.0132317177078221
43,0000069_02480_d_0000007.jpg,0000069,64,14,50,250,0.21875,visdrone,image_lockbox,raw960,0.0132317177078221
45,0000076_02142_d_0000009.jpg,0000076,11,1,10,270,0.09090909090909091,visdrone,image_lockbox,raw960,0.0132317177078221
46,0000081_00000_d_0000001.jpg,0000081,86,30,56,244,0.3488372093023256,visdrone,image_lockbox,raw960,0.0132317177078221
49,0000086_01084_d_0000003.jpg,0000086,146,55,91,209,0.3767123287671233,visdrone,image_lockbox,raw960,0.0132317177078221
54,0000103_01734_d_0000028.jpg,0000103,4,0,4,294,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
58,0000103_03738_d_0000032.jpg,0000103,3,0,3,280,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
64,0000115_01031_d_0000082.jpg,0000115,63,11,52,248,0.1746031746031746,visdrone,image_lockbox,raw960,0.0132317177078221
65,0000116_00351_d_0000083.jpg,0000116,74,19,55,245,0.25675675675675674,visdrone,image_lockbox,raw960,0.0132317177078221
70,0000117_01326_d_0000088.jpg,0000117,62,23,39,261,0.3709677419354839,visdrone,image_lockbox,raw960,0.0132317177078221
72,0000117_02708_d_0000090.jpg,0000117,100,25,75,225,0.25,visdrone,image_lockbox,raw960,0.0132317177078221
73,0000117_03096_d_0000091.jpg,0000117,24,0,24,276,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
75,0000153_00001_d_0000001.jpg,0000153,55,19,36,264,0.34545454545454546,visdrone,image_lockbox,raw960,0.0132317177078221
82,0000154_00401_d_0000001.jpg,0000154,60,17,43,257,0.2833333333333333,visdrone,image_lockbox,raw960,0.0132317177078221
94,0000162_00401_d_0000001.jpg,0000162,45,11,34,266,0.24444444444444444,visdrone,image_lockbox,raw960,0.0132317177078221
97,0000163_00001_d_0000001.jpg,0000163,69,18,51,249,0.2608695652173913,visdrone,image_lockbox,raw960,0.0132317177078221
110,0000194_00000_d_0000119.jpg,0000194,54,20,34,266,0.37037037037037035,visdrone,image_lockbox,raw960,0.0132317177078221
114,0000194_00800_d_0000123.jpg,0000194,54,20,34,266,0.37037037037037035,visdrone,image_lockbox,raw960,0.0132317177078221
123,0000213_04405_d_0000244.jpg,0000213,106,33,73,227,0.3113207547169811,visdrone,image_lockbox,raw960,0.0132317177078221
134,0000215_02932_d_0000263.jpg,0000215,48,8,40,260,0.16666666666666666,visdrone,image_lockbox,raw960,0.0132317177078221
137,0000220_01242_d_0000004.jpg,0000220,37,13,24,275,0.35135135135135137,visdrone,image_lockbox,raw960,0.0132317177078221
146,0000242_01475_d_0000007.jpg,0000242,65,3,62,238,0.046153846153846156,visdrone,image_lockbox,raw960,0.0132317177078221
147,0000242_01912_d_0000008.jpg,0000242,50,19,31,269,0.38,visdrone,image_lockbox,raw960,0.0132317177078221
149,0000242_02762_d_0000010.jpg,0000242,33,4,29,270,0.12121212121212122,visdrone,image_lockbox,raw960,0.0132317177078221
151,0000242_03668_d_0000012.jpg,0000242,41,11,30,270,0.2682926829268293,visdrone,image_lockbox,raw960,0.0132317177078221
153,0000242_04600_d_0000014.jpg,0000242,29,4,25,275,0.13793103448275862,visdrone,image_lockbox,raw960,0.0132317177078221
154,0000242_05059_d_0000015.jpg,0000242,37,16,21,279,0.43243243243243246,visdrone,image_lockbox,raw960,0.0132317177078221
155,0000242_05570_d_0000016.jpg,0000242,32,10,22,278,0.3125,visdrone,image_lockbox,raw960,0.0132317177078221
156,0000242_06010_d_0000017.jpg,0000242,41,26,15,281,0.6341463414634146,visdrone,image_lockbox,raw960,0.0132317177078221
162,0000244_02000_d_0000005.jpg,0000244,129,58,71,229,0.4496124031007752,visdrone,image_lockbox,raw960,0.0132317177078221
164,0000244_03000_d_0000007.jpg,0000244,44,13,31,269,0.29545454545454547,visdrone,image_lockbox,raw960,0.0132317177078221
168,0000244_04900_d_0000011.jpg,0000244,106,24,82,218,0.22641509433962265,visdrone,image_lockbox,raw960,0.0132317177078221
170,0000244_05900_d_0000013.jpg,0000244,66,27,39,259,0.4090909090909091,visdrone,image_lockbox,raw960,0.0132317177078221
173,0000249_00235_d_0000002.jpg,0000249,85,43,42,258,0.5058823529411764,visdrone,image_lockbox,raw960,0.0132317177078221
174,0000249_00603_d_0000003.jpg,0000249,48,25,23,274,0.5208333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
176,0000249_01514_d_0000005.jpg,0000249,51,8,43,257,0.1568627450980392,visdrone,image_lockbox,raw960,0.0132317177078221
183,0000253_00001_d_0000001.jpg,0000253,106,23,83,217,0.2169811320754717,visdrone,image_lockbox,raw960,0.0132317177078221
184,0000256_00715_d_0000019.jpg,0000256,90,34,56,244,0.37777777777777777,visdrone,image_lockbox,raw960,0.0132317177078221
189,0000269_00601_d_0000351.jpg,0000269,93,21,72,228,0.22580645161290322,visdrone,image_lockbox,raw960,0.0132317177078221
