dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp
uavdt,valonly_imagehash,image,raw640,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2298,6574,38830,0.2590171325518485,0.14478900537397585,163.83966244725738,3.7066666666666666,23.399441133551505,32.82570915816034,225.56990818595185,209.8643885777378,259.0,False,False,174,0.8104929848536203
uavdt,valonly_imagehash,image,raw640,0.001,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2298,6574,38830,0.2590171325518485,0.14478900537397585,163.83966244725738,3.7066666666666666,23.399441133551505,32.82570915816034,225.56990818595185,209.8643885777378,259.0,False,False,174,0.8104929848536203
uavdt,valonly_imagehash,image,raw640,0.003,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2387,6485,28350,0.26904869251578,0.18616334146691546,119.62025316455696,4.082194092827004,23.75446880615123,33.20123658432068,174.79255722473442,165.6449792950374,259.0,False,False,154,0.7344553661862596
uavdt,valonly_imagehash,image,raw640,0.005,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2427,6445,24523,0.2735572587917042,0.2081180573495221,103.47257383966245,4.250970464135021,23.915461818090485,33.3700129556287,156.2985066170083,149.49729997014288,259.0,False,False,153,0.730571168231291
uavdt,valonly_imagehash,image,raw640,0.00625,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2446,6426,23016,0.2756988277727683,0.21825962910128388,97.11392405063292,4.331139240506329,23.990596347203194,33.45018173200001,149.06722145381127,143.13865018111335,259.0,False,True,149,0.7149619976378128
uavdt,valonly_imagehash,image,raw640,0.0075,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2457,6415,21852,0.2769386834986474,0.22694307850143278,92.20253164556962,4.377552742616034,24.034123484509394,33.49659523410971,143.44904478188127,138.22725777605004,259.0,False,True,146,0.7031806094167682
uavdt,valonly_imagehash,image,raw640,0.01,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2485,6387,20193,0.28009467989179443,0.24029345372460498,85.20253164556962,4.495696202531645,24.143052239465554,33.61473869402533,135.51740880429946,131.22725777605004,259.0,False,True,150,0.718875036285807
uavdt,valonly_imagehash,image,raw640,0.0125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2503,6369,18961,0.2821235347159603,0.2514409790761942,80.0042194092827,4.571645569620253,24.214121012691365,33.69068806111393,129.67184628149175,126.02894553976311,259.0,False,True,151,0.7227809466941209
uavdt,valonly_imagehash,image,raw640,0.015,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2518,6354,18036,0.2838142470694319,0.2605166051660517,76.10126582278481,4.634936708860759,24.27557977110116,33.753979200354436,125.3527436497665,122.12599195326523,259.0,False,True,152,0.7266796758043921
uavdt,valonly_imagehash,image,raw640,0.018750000000000003,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2535,6337,16917,0.28573038773669973,0.27251225595596457,71.37974683544304,4.706666666666667,24.34199298593835,33.82570915816035,120.09957116154126,117.40447296592346,259.0,False,True,155,0.7383322093966449
uavdt,valonly_imagehash,image,raw640,0.02,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2539,6333,16595,0.28618124436429215,0.27621249127704117,70.0210970464135,4.7235443037974685,24.358299014158778,33.84258679529115,118.60285330646951,116.04582317689392,259.0,False,True,156,0.7422016350199381
uavdt,valonly_imagehash,image,raw640,0.025,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2565,6307,15546,0.2891118124436429,0.2886102594609436,65.59493670886076,4.833248945147679,24.460186312887352,33.95229143664136,113.73354654978267,111.61966283934117,259.0,False,True,159,0.7537647374448903
uavdt,valonly_imagehash,image,raw640,0.03,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2586,6286,14728,0.29147880973850315,0.29913391072618256,62.143459915611814,4.921856540084388,24.54459851147735,34.040899031578064,109.97965479207059,108.16818604609223,259.0,False,True,160,0.7576038095948261
uavdt,valonly_imagehash,image,raw640,0.03125,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,2590,6282,14536,0.2919296663660956,0.3017580939571525,61.333333333333336,4.93873417721519,24.563124197462386,34.05777666870887,109.08997014665474,107.35805946381376,259.0,False,True,160,0.7576038095948261
