budget_fp_per_image,mean_threshold,mean_cal_cp_upper,mean_eval_risk,mean_precision,mean_fp_per_image,joint_pass_rate
10,0.36340570569038394,0.2683773043491442,0.2669870804354825,0.731411078142503,9.251315789473685,0.0
25,0.1459713653288781,0.2178975862344595,0.21615021876337068,0.5291427833945109,23.97763157894737,0.0
50,0.06518189412541689,0.20469806340980803,0.20320408208448887,0.3580827703887367,49.14605263157895,0.0
100,0.03710817037150264,0.19433068924246302,0.19209204950101536,0.21927265288117742,99.08815789473684,0.0
200,0.01779291416052729,0.15366196116057546,0.14368635644507607,0.12887251862366716,199.43157894736842,0.8
