img_id,img_name,seq,n_gt,misses,tp,fp,risk,dataset,split,contract,threshold
2,0000001_03999_d_0000007.jpg,0000001,48,10,38,150,0.20833333333333334,visdrone,image_lockbox,raw960,0.2447489008307457
5,0000001_05499_d_0000010.jpg,0000001,140,35,105,93,0.25,visdrone,image_lockbox,raw960,0.2447489008307457
6,0000001_05999_d_0000011.jpg,0000001,115,33,82,134,0.28695652173913044,visdrone,image_lockbox,raw960,0.2447489008307457
20,0000024_00000_d_0000012.jpg,0000024,21,8,13,22,0.38095238095238093,visdrone,image_lockbox,raw960,0.2447489008307457
21,0000024_00500_d_0000013.jpg,0000024,10,3,7,8,0.3,visdrone,image_lockbox,raw960,0.2447489008307457
22,0000024_01000_d_0000014.jpg,0000024,12,5,7,9,0.4166666666666667,visdrone,image_lockbox,raw960,0.2447489008307457
32,0000026_04000_d_0000032.jpg,0000026,14,0,14,11,0.0,visdrone,image_lockbox,raw960,0.2447489008307457
36,0000055_00714_d_0000110.jpg,0000055,85,28,57,114,0.32941176470588235,visdrone,image_lockbox,raw960,0.2447489008307457
37,0000069_00001_d_0000001.jpg,0000069,34,8,26,26,0.23529411764705882,visdrone,image_lockbox,raw960,0.2447489008307457
38,0000069_00483_d_0000002.jpg,0000069,27,3,24,21,0.1111111111111111,visdrone,image_lockbox,raw960,0.2447489008307457
43,0000069_02480_d_0000007.jpg,0000069,64,14,50,72,0.21875,visdrone,image_lockbox,raw960,0.2447489008307457
45,0000076_02142_d_0000009.jpg,0000076,11,2,9,3,0.18181818181818182,visdrone,image_lockbox,raw960,0.2447489008307457
46,0000081_00000_d_0000001.jpg,0000081,86,22,64,207,0.2558139534883721,visdrone,image_lockbox,raw960,0.2447489008307457
49,0000086_01084_d_0000003.jpg,0000086,146,43,103,117,0.2945205479452055,visdrone,image_lockbox,raw960,0.2447489008307457
54,0000103_01734_d_0000028.jpg,0000103,4,0,4,8,0.0,visdrone,image_lockbox,raw960,0.2447489008307457
58,0000103_03738_d_0000032.jpg,0000103,3,0,3,0,0.0,visdrone,image_lockbox,raw960,0.2447489008307457
64,0000115_01031_d_0000082.jpg,0000115,63,11,52,114,0.1746031746031746,visdrone,image_lockbox,raw960,0.2447489008307457
65,0000116_00351_d_0000083.jpg,0000116,74,17,57,119,0.22972972972972974,visdrone,image_lockbox,raw960,0.2447489008307457
70,0000117_01326_d_0000088.jpg,0000117,62,19,43,161,0.3064516129032258,visdrone,image_lockbox,raw960,0.2447489008307457
72,0000117_02708_d_0000090.jpg,0000117,100,12,88,155,0.12,visdrone,image_lockbox,raw960,0.2447489008307457
73,0000117_03096_d_0000091.jpg,0000117,24,0,24,192,0.0,visdrone,image_lockbox,raw960,0.2447489008307457
75,0000153_00001_d_0000001.jpg,0000153,55,15,40,47,0.2727272727272727,visdrone,image_lockbox,raw960,0.2447489008307457
82,0000154_00401_d_0000001.jpg,0000154,60,15,45,64,0.25,visdrone,image_lockbox,raw960,0.2447489008307457
94,0000162_00401_d_0000001.jpg,0000162,45,10,35,70,0.2222222222222222,visdrone,image_lockbox,raw960,0.2447489008307457
97,0000163_00001_d_0000001.jpg,0000163,69,18,51,72,0.2608695652173913,visdrone,image_lockbox,raw960,0.2447489008307457
110,0000194_00000_d_0000119.jpg,0000194,54,20,34,90,0.37037037037037035,visdrone,image_lockbox,raw960,0.2447489008307457
