dataset,split,contract,family_size,threshold_grid_size,family_correct,confidence,per_candidate_confidence,risk_confidence,fp_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_misses,cal_n_gt,cal_tp,cal_fp,cal_precision,cal_images,cal_fp_img,cal_fp_upper,eval_risk,eval_misses,eval_n_gt,eval_tp,eval_fp,eval_cp,eval_precision,eval_images,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected
uavdt,image_lockbox,raw640,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.001,False,0.41133814798037865,0.3966411181244364,3519,8872,5353,40051,0.11789710157695357,237,168.9915611814346,215.01628731191067,0.38725939505041246,845,2182,1337,9760,0.4047464413709268,0.12048301342705235,68,143.52941176470588,188.05434732794652,False,0.6623036272456471,21,40,"{'name': 'raw640', 'resolution': 640, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,raw960,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.01,False,0.2540607733494544,0.2410955816050496,2139,8872,6733,64367,0.09469760900140647,237,271.59071729957805,300.0,0.23189734188817598,506,2182,1676,18724,0.24725025484125684,0.08215686274509804,68,275.3529411764706,300.0,False,1.0,40,40,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,union,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.001,False,0.20082574067408562,0.18890892696122633,1676,8872,7196,109308,0.06176611961821053,237,461.2151898734177,300.0,0.17140238313473877,374,2182,1808,29689,0.18522702606752317,0.057402292281804615,68,436.6029411764706,300.0,False,1.0,40,40,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,True
uavdt,image_lockbox,nms040,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.001,False,0.2575004714341804,0.2444770063119928,2169,8872,6703,50906,0.1163533475672204,237,214.79324894514767,260.7124898435562,0.22227314390467462,485,2182,1697,14349,0.2374151758284857,0.1057584444721426,68,211.01470588235293,255.51022968088768,False,0.9910430544070244,38,40,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,nms040_cap300,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.001,False,0.25887604960058747,0.24582957619477006,2181,8872,6691,50533,0.11692646442052286,237,213.2194092827004,259.2441354131765,0.22456461961503207,490,2182,1692,14253,0.2397578688814898,0.10611476952022578,68,209.60294117647058,254.1278767397112,False,0.9910430544070244,38,40,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,nms040_cap300_sf003,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.003,False,0.2593345376986977,0.24628043282236248,2185,8872,6687,46305,0.12618885869565216,237,195.37974683544303,241.40447296591915,0.22456461961503207,490,2182,1692,13165,0.2397578688814898,0.11388571043952346,68,193.60294117647058,238.12787673971116,False,0.9910430544070244,38,40,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,support_soft_a,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.0,False,0.2584175425472997,0.24537871956717763,2177,8872,6695,50468,0.11712121477179294,237,212.9451476793249,258.96987380980096,0.22548120989917506,492,2182,1690,14238,0.24069476800799244,0.10610246107483677,68,209.38235294117646,253.9072885044171,False,0.9910430544070244,38,40,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,support_soft_b,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.0,False,0.25910529601684595,0.24605500450856627,2183,8872,6689,50477,0.11701011090508344,237,212.9831223628692,259.00784849334525,0.22639780018331807,494,2182,1688,14235,0.24163156602627353,0.10601017396219306,68,209.33823529411765,253.86317085735823,False,0.9910430544070244,38,40,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,support_floor,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.0125,False,0.2603660667957933,0.24729486023444544,2194,8872,6678,35169,0.1595813319951251,237,148.39240506329114,194.4171311937672,0.22685609532538956,495,2182,1687,9688,0.2420999272555642,0.1483076923076923,68,142.47058823529412,186.9955237985347,False,0.6389083400016622,20,40,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
uavdt,image_lockbox,support_cap200,10,175,True,0.95,0.9975,0.9975,0.9999857142857143,0.16,0.16,150.0,0.5,0.00625,False,0.3125128536860383,0.29869251577998196,2650,8872,6222,38529,0.1390359991955487,237,162.56962025316454,208.59434638364064,0.2836846929422548,619,2182,1563,11223,0.29999675452543995,0.12224307836696387,68,165.0441176470588,209.5690532102994,False,0.9651151461234829,36,40,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,False
