dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp,threshold_selection_mode,contract_risk_feasible,joint_feasible,selected,selection_mode,eval_unit_count,eval_image_count,eval_n_gt,eval_misses,eval_tp,eval_fp,eval_object_risk,eval_precision,eval_fp_img,eval_z_mean,eval_z_upper,eval_z_upper_hoeffding,eval_fp_upper,eval_fp_upper_hoeffding,eval_n_bound,eval_risk_feasible,eval_utility_feasible,eval_bad_units,eval_bad_unit_cp
uavdt,trainval_seqhash90,sequence,nms040,0.02,0.16,150.0,0.95,0.0025000000000000022,2.450980392156865e-05,10,102,eb,calibration_observed,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",975,1463,39988,1545,38443,139562,0.03863659097729319,0.21596584365607707,95.3943950786056,-4.977517948717948,106.0800396152546,375.3869191403842,116.35766135653823,125.76065856400692,6862.0,False,True,64,0.09099899562415041,no_risk_feasible_min_z,False,False,True,no_risk_feasible_min_z,73,74,2065,5,2060,6933,0.002421307506053269,0.22906705215167353,93.6891891891892,-4.457534246575343,1482.7693677485784,1385.6256276347503,217.24436455045253,175.2945976514311,6862.0,False,False,3,0.15322795095703645
