dataset,split,contract,family_size,family_correct,confidence,per_candidate_confidence,alpha,alpha_select,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_precision,cal_fp_img,cal_fp_upper,eval_risk,eval_cp,eval_precision,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected
uavdt,random1,raw960,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.0,False,1.0,1.0,,0.0,29.683290375493744,1.0,1.0,,0.0,29.780772708102152,False,1.0,81,81,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,union,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.0010505803220439702,False,0.2705301915409524,0.2609866980973228,0.154700222057735,156.7450980392157,186.4283884147094,0.2512218963831867,0.26139826522127124,0.1396536007292616,155.23026315789474,185.0110358659969,False,0.5782954624961971,39,81,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,False,False,True
uavdt,random1,nms040,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.001000255229882896,False,0.29197067914846375,0.2822023909749116,0.23267110577447878,91.88888888888889,121.57217926438264,0.2729227761485826,0.2833599597828272,0.20855764917003142,92.84868421052632,122.62945691862846,False,0.4036338545678268,25,81,"{'name': 'nms040', 'resolution': None, 'nms_iou': 0.4, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,nms040_cap300,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.001000255229882896,False,0.29197067914846375,0.2822023909749116,0.23267110577447878,91.88888888888889,121.57217926438264,0.2729227761485826,0.2833599597828272,0.20855764917003142,92.84868421052632,122.62945691862846,False,0.4036338545678268,25,81,"{'name': 'nms040_cap300', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,nms040_cap300_sf003,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.003001929959282279,False,0.3020011043795191,0.2921367233541,0.286317510045631,68.49019607843137,98.17348645392512,0.28191593352883676,0.2924520923055751,0.25649441340782125,70.04605263157895,99.82682533968111,False,0.3906974458694027,24,81,"{'name': 'nms040_cap300_sf003', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.003, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,support_soft_a,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.0008002041839063168,False,0.29197067914846375,0.2822023909749116,0.23267110577447878,91.88888888888889,121.57217926438264,0.2729227761485826,0.2833599597828272,0.20855764917003142,92.84868421052632,122.62945691862846,False,0.4036338545678268,25,81,"{'name': 'support_soft_a', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.04, 'single_penalty_640': 0.8, 'single_penalty_960': 0.9, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,support_soft_b,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.0007001786609180271,False,0.29197067914846375,0.2822023909749116,0.23267110577447878,91.88888888888889,121.57217926438264,0.2729227761485826,0.2833599597828272,0.20855764917003142,92.84868421052632,122.62945691862846,False,0.4036338545678268,25,81,"{'name': 'support_soft_b', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.5, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,support_floor,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.010502670053392648,False,0.31389436152188777,0.3039232193972049,0.3705961452263559,45.888888888888886,75.57217926438264,0.2965786901270772,0.3072653440997922,0.3339211136890951,47.2171052631579,76.99787797126004,False,0.5172139885224916,34,81,"{'name': 'support_floor', 'resolution': None, 'nms_iou': 0.4, 'max_det': 300, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.7, 'single_penalty_960': 0.85, 'unsupported_floor': 0.015, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random1,support_cap200,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.000750191422412172,False,0.3076088905578802,0.29769321434584944,0.23136232527179942,90.56862745098039,120.25191782647414,0.29188660801564026,0.3025265416207365,0.20659365731234314,91.51315789473684,121.29393060283898,False,0.4036338545678268,25,81,"{'name': 'support_cap200', 'resolution': None, 'nms_iou': 0.4, 'max_det': 200, 'score_floor': 0.0, 'support_iou': 0.45, 'dual_bonus': 0.06, 'single_penalty_640': 0.75, 'single_penalty_960': 0.88, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
uavdt,random2,raw960,9,False,0.95,0.95,0.16,0.16,150.0,0.25,0.0,False,1.0,1.0,,0.0,29.683290375493744,1.0,1.0,,0.0,29.780772708102152,False,1.0,82,82,"{'name': 'raw960', 'resolution': 960, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",False,True,False,False
