dataset,split,unit,contract,threshold,alpha,beta_fp,confidence,risk_delta,fp_delta,family_size,threshold_grid_size,bound_method,n_bound_mode,contract_record,unit_count,image_count,n_gt,misses,tp,fp,object_risk,precision,fp_img,z_mean,z_upper,z_upper_hoeffding,fp_upper,fp_upper_hoeffding,n_bound,risk_feasible,utility_feasible,bad_units,bad_unit_cp,threshold_selection_mode,contract_risk_feasible,joint_feasible,selected,selection_mode,eval_unit_count,eval_image_count,eval_n_gt,eval_misses,eval_tp,eval_fp,eval_object_risk,eval_precision,eval_fp_img,eval_z_mean,eval_z_upper,eval_z_upper_hoeffding,eval_fp_upper,eval_fp_upper_hoeffding,eval_n_bound,eval_risk_feasible,eval_utility_feasible,eval_bad_units,eval_bad_unit_cp
uavdt,valonly_imagehash,image,union,0.0,0.16,150.0,0.95,0.0025000000000000022,1.4285714285714299e-05,10,175,eb,predeclared,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_bonus': 0.0, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",237,237,8872,907,7965,108539,0.10223174030658251,0.0683667513561766,457.9704641350211,-2.162531645569621,15.557975935041897,26.956510845924058,335.14651860641527,346.0247261304804,259.0,False,False,237,1.0,no_risk_feasible_min_z,False,False,True,no_risk_feasible_min_z,68,68,2182,190,1992,29505,0.08707607699358387,0.06324411848747499,433.8970588235294,-2.34,59.59532158803546,52.02217281322221,423.7996774793136,385.92329628686423,259.0,False,False,68,1.0
