dataset,split,contract,family_size,family_correct,confidence,per_candidate_confidence,alpha,beta_fp,iou,threshold,threshold_feasible,cal_cp,cal_risk,cal_precision,cal_fp_img,cal_fp_upper,eval_risk,eval_cp,eval_precision,eval_fp_img,eval_fp_upper,eval_pass,group_bad_cp,group_bad,group_n,contract_record,cal_feasible,utility_feasible,joint_feasible,selected,selection_mode
uavdt,image_lockbox,union,9,False,0.95,0.95,0.25,200.0,0.5,0.07152492180466656,True,0.24936723550156198,0.24177186654643823,0.1924694572401362,119.0886075949367,134.811761695677,0.22685609532538956,0.2420999272555642,0.2026183041076147,97.63235294117646,135.08375909265237,True,0.46629509870540314,13,40,"{'name': 'union', 'resolution': None, 'nms_iou': None, 'max_det': None, 'score_floor': 0.0, 'support_iou': None, 'dual_bonus': 0.0, 'single_penalty_640': 1.0, 'single_penalty_960': 1.0, 'unsupported_floor': 0.0, 'seq_center': None, 'seq_penalty': 1.0, 'seq_unsupported_floor': 0.0}",True,True,True,True,joint_feasible_min_fp_upper
