img_id,img_name,seq,n_gt,misses,tp,fp,risk,dataset,split,contract,threshold
2,0000001_03999_d_0000007.jpg,0000001,48,10,38,262,0.20833333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
5,0000001_05499_d_0000010.jpg,0000001,140,34,106,194,0.24285714285714285,visdrone,image_lockbox,raw960,0.0132317177078221
6,0000001_05999_d_0000011.jpg,0000001,115,31,84,216,0.26956521739130435,visdrone,image_lockbox,raw960,0.0132317177078221
20,0000024_00000_d_0000012.jpg,0000024,21,1,20,277,0.047619047619047616,visdrone,image_lockbox,raw960,0.0132317177078221
21,0000024_00500_d_0000013.jpg,0000024,10,2,8,291,0.2,visdrone,image_lockbox,raw960,0.0132317177078221
22,0000024_01000_d_0000014.jpg,0000024,12,3,9,284,0.25,visdrone,image_lockbox,raw960,0.0132317177078221
32,0000026_04000_d_0000032.jpg,0000026,14,0,14,231,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
36,0000055_00714_d_0000110.jpg,0000055,85,23,62,238,0.27058823529411763,visdrone,image_lockbox,raw960,0.0132317177078221
37,0000069_00001_d_0000001.jpg,0000069,34,0,34,266,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
38,0000069_00483_d_0000002.jpg,0000069,27,2,25,275,0.07407407407407407,visdrone,image_lockbox,raw960,0.0132317177078221
43,0000069_02480_d_0000007.jpg,0000069,64,9,55,245,0.140625,visdrone,image_lockbox,raw960,0.0132317177078221
45,0000076_02142_d_0000009.jpg,0000076,11,1,10,270,0.09090909090909091,visdrone,image_lockbox,raw960,0.0132317177078221
46,0000081_00000_d_0000001.jpg,0000081,86,20,66,234,0.23255813953488372,visdrone,image_lockbox,raw960,0.0132317177078221
49,0000086_01084_d_0000003.jpg,0000086,146,32,114,186,0.2191780821917808,visdrone,image_lockbox,raw960,0.0132317177078221
54,0000103_01734_d_0000028.jpg,0000103,4,0,4,294,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
58,0000103_03738_d_0000032.jpg,0000103,3,0,3,280,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
64,0000115_01031_d_0000082.jpg,0000115,63,8,55,245,0.12698412698412698,visdrone,image_lockbox,raw960,0.0132317177078221
65,0000116_00351_d_0000083.jpg,0000116,74,16,58,242,0.21621621621621623,visdrone,image_lockbox,raw960,0.0132317177078221
70,0000117_01326_d_0000088.jpg,0000117,62,18,44,256,0.2903225806451613,visdrone,image_lockbox,raw960,0.0132317177078221
72,0000117_02708_d_0000090.jpg,0000117,100,12,88,212,0.12,visdrone,image_lockbox,raw960,0.0132317177078221
73,0000117_03096_d_0000091.jpg,0000117,24,0,24,276,0.0,visdrone,image_lockbox,raw960,0.0132317177078221
75,0000153_00001_d_0000001.jpg,0000153,55,13,42,258,0.23636363636363636,visdrone,image_lockbox,raw960,0.0132317177078221
82,0000154_00401_d_0000001.jpg,0000154,60,12,48,252,0.2,visdrone,image_lockbox,raw960,0.0132317177078221
94,0000162_00401_d_0000001.jpg,0000162,45,6,39,261,0.13333333333333333,visdrone,image_lockbox,raw960,0.0132317177078221
97,0000163_00001_d_0000001.jpg,0000163,69,15,54,246,0.21739130434782608,visdrone,image_lockbox,raw960,0.0132317177078221
110,0000194_00000_d_0000119.jpg,0000194,54,18,36,264,0.3333333333333333,visdrone,image_lockbox,raw960,0.0132317177078221
114,0000194_00800_d_0000123.jpg,0000194,54,16,38,262,0.2962962962962963,visdrone,image_lockbox,raw960,0.0132317177078221
123,0000213_04405_d_0000244.jpg,0000213,106,27,79,221,0.25471698113207547,visdrone,image_lockbox,raw960,0.0132317177078221
134,0000215_02932_d_0000263.jpg,0000215,48,7,41,259,0.14583333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
137,0000220_01242_d_0000004.jpg,0000220,37,6,31,268,0.16216216216216217,visdrone,image_lockbox,raw960,0.0132317177078221
146,0000242_01475_d_0000007.jpg,0000242,65,1,64,236,0.015384615384615385,visdrone,image_lockbox,raw960,0.0132317177078221
147,0000242_01912_d_0000008.jpg,0000242,50,13,37,263,0.26,visdrone,image_lockbox,raw960,0.0132317177078221
149,0000242_02762_d_0000010.jpg,0000242,33,4,29,270,0.12121212121212122,visdrone,image_lockbox,raw960,0.0132317177078221
151,0000242_03668_d_0000012.jpg,0000242,41,10,31,269,0.24390243902439024,visdrone,image_lockbox,raw960,0.0132317177078221
153,0000242_04600_d_0000014.jpg,0000242,29,2,27,273,0.06896551724137931,visdrone,image_lockbox,raw960,0.0132317177078221
154,0000242_05059_d_0000015.jpg,0000242,37,14,23,277,0.3783783783783784,visdrone,image_lockbox,raw960,0.0132317177078221
155,0000242_05570_d_0000016.jpg,0000242,32,5,27,273,0.15625,visdrone,image_lockbox,raw960,0.0132317177078221
156,0000242_06010_d_0000017.jpg,0000242,41,14,27,269,0.34146341463414637,visdrone,image_lockbox,raw960,0.0132317177078221
162,0000244_02000_d_0000005.jpg,0000244,129,43,86,214,0.3333333333333333,visdrone,image_lockbox,raw960,0.0132317177078221
164,0000244_03000_d_0000007.jpg,0000244,44,9,35,265,0.20454545454545456,visdrone,image_lockbox,raw960,0.0132317177078221
168,0000244_04900_d_0000011.jpg,0000244,106,21,85,215,0.19811320754716982,visdrone,image_lockbox,raw960,0.0132317177078221
170,0000244_05900_d_0000013.jpg,0000244,66,19,47,251,0.2878787878787879,visdrone,image_lockbox,raw960,0.0132317177078221
173,0000249_00235_d_0000002.jpg,0000249,85,34,51,249,0.4,visdrone,image_lockbox,raw960,0.0132317177078221
174,0000249_00603_d_0000003.jpg,0000249,48,23,25,272,0.4791666666666667,visdrone,image_lockbox,raw960,0.0132317177078221
176,0000249_01514_d_0000005.jpg,0000249,51,5,46,254,0.09803921568627451,visdrone,image_lockbox,raw960,0.0132317177078221
183,0000253_00001_d_0000001.jpg,0000253,106,19,87,213,0.1792452830188679,visdrone,image_lockbox,raw960,0.0132317177078221
184,0000256_00715_d_0000019.jpg,0000256,90,26,64,236,0.28888888888888886,visdrone,image_lockbox,raw960,0.0132317177078221
189,0000269_00601_d_0000351.jpg,0000269,93,13,80,220,0.13978494623655913,visdrone,image_lockbox,raw960,0.0132317177078221
190,0000271_00001_d_0000374.jpg,0000271,58,13,45,255,0.22413793103448276,visdrone,image_lockbox,raw960,0.0132317177078221
195,0000271_01201_d_0000379.jpg,0000271,59,12,47,253,0.2033898305084746,visdrone,image_lockbox,raw960,0.0132317177078221
196,0000271_01401_d_0000380.jpg,0000271,55,15,40,260,0.2727272727272727,visdrone,image_lockbox,raw960,0.0132317177078221
197,0000271_01601_d_0000381.jpg,0000271,48,10,38,262,0.20833333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
198,0000271_02401_d_0000385.jpg,0000271,84,32,52,248,0.38095238095238093,visdrone,image_lockbox,raw960,0.0132317177078221
199,0000271_02601_d_0000386.jpg,0000271,79,20,59,241,0.25316455696202533,visdrone,image_lockbox,raw960,0.0132317177078221
203,0000271_04801_d_0000396.jpg,0000271,50,7,43,257,0.14,visdrone,image_lockbox,raw960,0.0132317177078221
207,0000271_05601_d_0000400.jpg,0000271,86,13,73,227,0.1511627906976744,visdrone,image_lockbox,raw960,0.0132317177078221
208,0000271_05801_d_0000401.jpg,0000271,104,12,92,208,0.11538461538461539,visdrone,image_lockbox,raw960,0.0132317177078221
212,0000271_06601_d_0000405.jpg,0000271,105,5,100,200,0.047619047619047616,visdrone,image_lockbox,raw960,0.0132317177078221
217,0000273_05601_d_0000466.jpg,0000273,32,4,28,272,0.125,visdrone,image_lockbox,raw960,0.0132317177078221
218,0000276_00001_d_0000507.jpg,0000276,55,18,37,263,0.32727272727272727,visdrone,image_lockbox,raw960,0.0132317177078221
226,0000276_02201_d_0000518.jpg,0000276,41,10,31,269,0.24390243902439024,visdrone,image_lockbox,raw960,0.0132317177078221
233,0000276_03601_d_0000525.jpg,0000276,46,8,38,262,0.17391304347826086,visdrone,image_lockbox,raw960,0.0132317177078221
234,0000276_03801_d_0000526.jpg,0000276,64,7,57,243,0.109375,visdrone,image_lockbox,raw960,0.0132317177078221
249,0000277_01601_d_0000547.jpg,0000277,78,18,60,240,0.23076923076923078,visdrone,image_lockbox,raw960,0.0132317177078221
250,0000277_01801_d_0000548.jpg,0000277,101,37,64,236,0.36633663366336633,visdrone,image_lockbox,raw960,0.0132317177078221
254,0000277_02601_d_0000552.jpg,0000277,121,35,86,214,0.2892561983471074,visdrone,image_lockbox,raw960,0.0132317177078221
263,0000280_00001_d_0000612.jpg,0000280,87,19,68,232,0.21839080459770116,visdrone,image_lockbox,raw960,0.0132317177078221
266,0000280_00601_d_0000615.jpg,0000280,74,18,56,244,0.24324324324324326,visdrone,image_lockbox,raw960,0.0132317177078221
267,0000280_00801_d_0000616.jpg,0000280,70,17,53,247,0.24285714285714285,visdrone,image_lockbox,raw960,0.0132317177078221
273,0000280_02001_d_0000622.jpg,0000280,66,12,54,246,0.18181818181818182,visdrone,image_lockbox,raw960,0.0132317177078221
276,0000280_02601_d_0000625.jpg,0000280,73,11,62,238,0.1506849315068493,visdrone,image_lockbox,raw960,0.0132317177078221
278,0000280_03001_d_0000627.jpg,0000280,88,21,67,233,0.23863636363636365,visdrone,image_lockbox,raw960,0.0132317177078221
290,0000287_01001_d_0000764.jpg,0000287,71,32,39,261,0.4507042253521127,visdrone,image_lockbox,raw960,0.0132317177078221
294,0000287_01801_d_0000768.jpg,0000287,56,9,47,253,0.16071428571428573,visdrone,image_lockbox,raw960,0.0132317177078221
297,0000287_02401_d_0000771.jpg,0000287,18,1,17,274,0.05555555555555555,visdrone,image_lockbox,raw960,0.0132317177078221
298,0000287_02601_d_0000772.jpg,0000287,44,9,35,265,0.20454545454545456,visdrone,image_lockbox,raw960,0.0132317177078221
301,0000287_03401_d_0000776.jpg,0000287,56,2,54,244,0.03571428571428571,visdrone,image_lockbox,raw960,0.0132317177078221
305,0000289_00001_d_0000811.jpg,0000289,41,7,34,266,0.17073170731707318,visdrone,image_lockbox,raw960,0.0132317177078221
310,0000289_01001_d_0000816.jpg,0000289,33,5,28,272,0.15151515151515152,visdrone,image_lockbox,raw960,0.0132317177078221
318,0000289_03001_d_0000826.jpg,0000289,61,7,54,246,0.11475409836065574,visdrone,image_lockbox,raw960,0.0132317177078221
326,0000289_04601_d_0000834.jpg,0000289,93,12,81,219,0.12903225806451613,visdrone,image_lockbox,raw960,0.0132317177078221
327,0000289_04801_d_0000835.jpg,0000289,71,12,59,241,0.16901408450704225,visdrone,image_lockbox,raw960,0.0132317177078221
334,0000289_06201_d_0000842.jpg,0000289,79,13,66,234,0.16455696202531644,visdrone,image_lockbox,raw960,0.0132317177078221
335,0000289_06401_d_0000843.jpg,0000289,79,18,61,239,0.22784810126582278,visdrone,image_lockbox,raw960,0.0132317177078221
337,0000289_06801_d_0000845.jpg,0000289,98,19,79,221,0.19387755102040816,visdrone,image_lockbox,raw960,0.0132317177078221
338,0000289_07001_d_0000846.jpg,0000289,74,16,58,242,0.21621621621621623,visdrone,image_lockbox,raw960,0.0132317177078221
340,0000290_04001_d_0000867.jpg,0000290,79,6,73,227,0.0759493670886076,visdrone,image_lockbox,raw960,0.0132317177078221
344,0000291_00601_d_0000871.jpg,0000291,120,33,87,213,0.275,visdrone,image_lockbox,raw960,0.0132317177078221
347,0000291_01401_d_0000875.jpg,0000291,154,61,93,207,0.3961038961038961,visdrone,image_lockbox,raw960,0.0132317177078221
348,0000291_01601_d_0000876.jpg,0000291,87,17,70,230,0.19540229885057472,visdrone,image_lockbox,raw960,0.0132317177078221
349,0000291_01801_d_0000877.jpg,0000291,113,32,81,219,0.2831858407079646,visdrone,image_lockbox,raw960,0.0132317177078221
350,0000291_02001_d_0000878.jpg,0000291,172,62,110,190,0.36046511627906974,visdrone,image_lockbox,raw960,0.0132317177078221
355,0000291_03601_d_0000886.jpg,0000291,112,44,68,232,0.39285714285714285,visdrone,image_lockbox,raw960,0.0132317177078221
361,0000291_05201_d_0000893.jpg,0000291,207,75,132,168,0.36231884057971014,visdrone,image_lockbox,raw960,0.0132317177078221
365,0000295_00600_d_0000024.jpg,0000295,186,74,112,188,0.3978494623655914,visdrone,image_lockbox,raw960,0.0132317177078221
366,0000295_00800_d_0000025.jpg,0000295,147,51,96,204,0.3469387755102041,visdrone,image_lockbox,raw960,0.0132317177078221
371,0000295_01800_d_0000030.jpg,0000295,306,150,156,144,0.49019607843137253,visdrone,image_lockbox,raw960,0.0132317177078221
375,0000295_02900_d_0000034.jpg,0000295,212,62,150,150,0.29245283018867924,visdrone,image_lockbox,raw960,0.0132317177078221
380,0000301_00201_d_0000157.jpg,0000301,90,21,69,231,0.23333333333333334,visdrone,image_lockbox,raw960,0.0132317177078221
382,0000301_01201_d_0000162.jpg,0000301,61,18,43,257,0.29508196721311475,visdrone,image_lockbox,raw960,0.0132317177078221
390,0000312_02201_d_0000425.jpg,0000312,78,14,64,236,0.1794871794871795,visdrone,image_lockbox,raw960,0.0132317177078221
396,0000315_01601_d_0000509.jpg,0000315,98,27,71,229,0.2755102040816326,visdrone,image_lockbox,raw960,0.0132317177078221
398,0000316_00201_d_0000520.jpg,0000316,54,16,38,262,0.2962962962962963,visdrone,image_lockbox,raw960,0.0132317177078221
401,0000316_00801_d_0000523.jpg,0000316,27,8,19,281,0.2962962962962963,visdrone,image_lockbox,raw960,0.0132317177078221
